0.0001, 1, 4,200,200,0.00, 0,36.4930,0.0000, 1.0000, 0.5019
0.0001, 1, 4,200,200,0.00, 1,34.7349,0.3737, 0.7003, 0.5376
0.0001, 1, 4,200,200,0.00, 2,34.4440,0.5460, 0.5271, 0.5365
0.0001, 1, 4,200,200,0.00, 3,33.8908,0.9443, 0.0935, 0.5173
0.0001, 1, 4,200,200,0.00, 4,32.9161,0.8078, 0.2678, 0.5368
0.0001, 1, 4,200,200,0.00, 5,31.3991,0.5155, 0.5696, 0.5427
0.0001, 1, 4,200,200,0.00, 6,29.8542,0.5278, 0.5308, 0.5293
0.0001, 1, 4,200,200,0.00, 7,28.3207,0.5209, 0.5329, 0.5269
0.0001, 1, 4,200,200,0.00, 8,27.1257,0.3908, 0.6748, 0.5333
0.0001, 1, 4,200,200,0.00, 9,26.6528,0.5653, 0.5181, 0.5416
0.0001, 1, 4,200,200,0.00,10,25.7965,0.5209, 0.5250, 0.5229
0.0001, 1, 4,200,200,0.00,11,25.4077,0.4042, 0.6530, 0.5291
0.0001, 1, 4,200,200,0.00,12,24.8925,0.5273, 0.5313, 0.5293
0.0001, 1, 4,200,200,0.00,13,24.6548,0.6103, 0.4261, 0.5179
0.0001, 1, 4,200,200,0.00,14,23.9125,0.4101, 0.6541, 0.5325
0.0001, 1, 4,200,200,0.00,15,23.6468,0.5562, 0.5037, 0.5299
0.0001, 1, 4,200,200,0.00,16,23.1496,0.5519, 0.4957, 0.5237
0.0001, 1, 4,200,200,0.00,17,22.7714,0.5375, 0.5085, 0.5229
0.0001, 1, 4,200,200,0.00,18,23.3713,0.6622, 0.3549, 0.5080
0.0001, 1, 4,200,200,0.00,19,22.5975,0.5514, 0.4718, 0.5115
