0.0001, 1, 1,200,200,0.00, 0,35.0852,0.3287, 0.7062, 0.5181
0.0001, 1, 1,200,200,0.00, 1,34.5490,0.6440, 0.4097, 0.5264
0.0001, 1, 1,200,200,0.00, 2,34.2281,0.3881, 0.6488, 0.5189
0.0001, 1, 1,200,200,0.00, 3,34.0693,0.6071, 0.4240, 0.5152
0.0001, 1, 1,200,200,0.00, 4,33.9076,0.4700, 0.5484, 0.5093
0.0001, 1, 1,200,200,0.00, 5,33.7134,0.5626, 0.4782, 0.5203
0.0001, 1, 1,200,200,0.00, 6,33.4347,0.4893, 0.5218, 0.5056
0.0001, 1, 1,200,200,0.00, 7,33.3078,0.7784, 0.2455, 0.5109
0.0001, 1, 1,200,200,0.00, 8,33.0963,0.6713, 0.3565, 0.5133
0.0001, 1, 1,200,200,0.00, 9,32.8673,0.3887, 0.6116, 0.5005
0.0001, 1, 1,200,200,0.00,10,32.4485,0.4443, 0.5818, 0.5133
0.0001, 1, 1,200,200,0.00,11,32.4522,0.6472, 0.3475, 0.4968
0.0001, 1, 1,200,200,0.00,12,32.3271,0.6349, 0.3518, 0.4928
0.0001, 1, 1,200,200,0.00,13,32.2961,0.4839, 0.5266, 0.5053
0.0001, 1, 1,200,200,0.00,14,31.7615,0.4497, 0.5218, 0.4859
0.0001, 1, 1,200,200,0.00,15,31.3809,0.5712, 0.4378, 0.5043
0.0001, 1, 1,200,200,0.00,16,31.2249,0.4540, 0.5345, 0.4944
0.0001, 1, 1,200,200,0.00,17,30.8969,0.5996, 0.3900, 0.4944
0.0001, 1, 1,200,200,0.00,18,30.6209,0.5428, 0.4075, 0.4749
0.0001, 1, 1,200,200,0.00,19,30.5201,0.4031, 0.5994, 0.5016
